job,salary,where,time,catagory,num,createtime,companyname,properties,scale,industry
工业设计实习生,150元/日,苏州-吴中区,实习5天/周,工业设计,1人,昨天发布,科沃斯商用机器人有限公司,外商独资·外企办事处,500-999人,电子技术/半导体/集成电路
证券研究实习生（买方）,100元/日,上海,实习4天/周,投资/理财顾问,2人,昨天发布,上海道得投资管理合伙企业（有限合伙）,私营·民营企业,100-499人,基金/证券/期货/投资
家居设计师,年薪5-6w,嘉兴,应届,平面设计师,2人,昨天发布,裕华木业,私营·民营企业,2000-5000人,原材料及加工
图像处理,200元/日,上海-浦东新区,实习4天/周,图像算法,2人,昨天发布,华夏芯(北京)通用处理器技术有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
“家好生”-行政管理方向,年薪5.5-7.5w,杭州,应届,行政专员/助理,不限,昨天发布,浙江大家物业服务集团有限公司,国有企业,2000-5000人,房地产服务(物业管理/地产经纪)
包装材料研究员（2021届校招）,年薪8-10w,杭州-萧山区,应届,储备干部,2人,昨天发布,宏胜集团,私营·民营企业,5000-10000人,食品/饮料/烟酒/日化
图像识别算法工程师,面议,广州,应届,图像算法,1人,昨天发布,酷狗音乐,国内上市公司,1000-2000人,互联网/移动互联网/电子商务
性能工程师（21届校招）,年薪13-17w,中山,应届,Java,不限,昨天发布,TCL空调器(中山)有限公司,国内上市公司,2000-5000人,家具/家电
智慧节能-软件开发工程师（计算机相关专业）,年薪10-18w,北京,应届,Java,5人,昨天发布,同方股份,国内上市公司,10000人以上,IT服务/系统集成
校园大使,150元/日,深圳,实习3天/周,兼职,5人,昨天发布,风变科技(深圳)有限公司,私营·民营企业,500-999人,在线教育
证券专员,年薪11-14w,福州,应届,合规专员/助理,1人,昨天发布,新大陆科技集团有限公司,国内上市公司,5000-10000人,计算机软件
京东物流华中区-2021卓越之星（湖北）,年薪14-21w,武汉-东西湖区,应届,物流经理/主管,30人,昨天发布,湖北京邦达供应链科技有限公司,私营·民营企业,10000人以上,交通/物流/运输
外贸专员/助理,年薪7-12w,北京,应届,外贸专员/助理,5人,昨天发布,瑞茂通供应链管理股份有限公司,国内上市公司,100-499人,贸易/进出口
产品运营工程师(2021届校园招聘）-福州,年薪7-12w,福州-晋安区,应届,产品运营,3人,昨天发布,福富软件公司,中外合营(合资·合作),2000-5000人,计算机软件
市场部实习生,面议,上海-浦东新区,实习3天/周,市场专员/助理,2人,昨天发布,微创医疗器械,私营·民营企业,5000-10000人,医疗设备/器械
校园猎音联盟,50元/日,广州,实习1天/周,其他市场/公关/广告/会展职位,不限,昨天发布,酷狗音乐,国内上市公司,1000-2000人,互联网/移动互联网/电子商务
顾问实习生,120元/日,天津-南开区,实习3天/周,猎头顾问/助理,不限,昨天发布,睿仕管理咨询(上海)有限公司,外商独资·外企办事处,1000-2000人,专业服务(咨询/财会/法律/翻译等)
QC,年薪12-14w,绍兴,应届,药品生产/质量管理,不限,昨天发布,浙江昂利康制药股份有限公司,私营·民营企业,500-999人,制药/生物工程
电气工程师（湖州长兴校招）,年薪7-10w,湖州-长兴县,应届,电气工程师,4人,昨天发布,中钢新型,中外合营(合资·合作),100-499人,机械制造/机电/重工
系统工程师,150元/日,西安-新城区,实习5天/周,系统工程师,6人,昨天发布,杭州沃趣科技股份有限公司,私营·民营企业,100-499人,IT服务/系统集成
产品分析岗,100元/日,上海-杨浦区,实习3天/周,保险产品开发/项目策划,1人,昨天发布,易诚保险经纪有限公司,私营·民营企业,100-499人,保险
管理培训生（财会、统计、审计专业）,年薪4-5w,焦作,应届,管理培训生,8人,昨天发布,焦作隆丰皮草企业有限公司,中外合营(合资·合作),5000-10000人,服装服饰/纺织/皮革
财务助理（针对2020年应届生）,年薪7-10w,北京,应届,财务助理,1人,昨天发布,中国纸业,国有企业,10000人以上,印刷/包装/造纸
销售业务员（湖州长兴校招）,年薪6-12w,湖州-长兴县,应届,销售代表,4人,昨天发布,中钢新型,中外合营(合资·合作),100-499人,机械制造/机电/重工
细胞库管理员,年薪10-12w,深圳,应届,其他制药/医疗器械/医疗护理职位,不限,昨天发布,深圳市乐土生命科技投资有限公司,私营·民营企业,100-499人,制药/生物工程
2021届文峰集团校招生-景观设计,年薪5-7w,南通-崇川区,应届,园艺/园林/景观设计,3人,昨天发布,江苏文峰集团有限公司,国内上市公司,10000人以上,百货/批发/零售
施工员,年薪5-8w,重庆,应届,施工员,2人,昨天发布,重庆佳亿实业有限公司,私营·民营企业,100-499人,建筑装饰
环境/健康/安全(EHS)工程师,年薪5-7w,长沙-望城区,应届,环境/健康/安全(EHS)工程师,3人,昨天发布,益海嘉里(湖南)粮油食品有限公司,外商独资·外企办事处,100-499人,百货/批发/零售
环保工程师,年薪12-19w,绍兴,应届,环保工程师,不限,昨天发布,浙江晖石药业有限公司,其他,100-499人,制药/生物工程
大数据实施工程师（上海、北京、深圳、厦门）,年薪15-23w,厦门,应届,实施工程师,5人,昨天发布,Kyligence,私营·民营企业,100-499人,计算机软件
助理软件工程师,年薪6-12w,珠海,应届,系统工程师,5人,昨天发布,珠海华冠科技股份有限公司,国有企业,100-499人,机械设备制造
技术支持工程师,年薪8-17w,惠州,应届,IT支持,不限,昨天发布,广东利元亨智能装备股份有限公司,私营·民营企业,2000-5000人,机器人
营销策划岗（实习生）（佛山）,150元/日,佛山,实习3天/周,房地产项目策划经理/主管,不限,昨天发布,招商局蛇口工业区控股股份有限公司,国有企业,10000人以上,房地产开发/建筑/建材/工程
散热工程师,年薪11-14w,杭州-江干区,应届,其他生产/制造/研发职位,1人,昨天发布,玳能科技(杭州)有限公司,中外合营(合资·合作),1000-2000人,电子技术/半导体/集成电路
运营专员,年薪5-7w,温州,应届,运营专员,4人,昨天发布,沐坤科技有限公司,私营·民营企业,100-499人,互联网+
销售代表（欢迎应届生）,年薪7-12w,上海-嘉定区,应届,销售代表,5人,昨天发布,上海链家房地产经纪有限公司,私营·民营企业,10000人以上,房地产服务(物业管理/地产经纪)
城市站网络推广seo实习生,年薪2-4w,上海-浦东新区,应届,SEO搜索引擎优化,1人,昨天发布,蜻蜓FM,中外合营(合资·合作),500-999人,社交网络
技术支持工程师（上海、北京、深圳、厦门）,年薪12-18w,北京,应届,IT支持,5人,昨天发布,Kyligence,私营·民营企业,100-499人,计算机软件
研发工程师（无机非金属）,年薪8-10w,淮北,应届,化工技术应用/化工工程师,不限,昨天发布,英科医疗,国内上市公司,500-999人,医疗设备/器械
工艺/制程工程师(PE),年薪7-10w,湖州-德清县,应届,工艺/制程工程师(PE),1人,昨天发布,兆龙互连,私营·民营企业,500-999人,通信(设备/运营/增值)
会计/会计师,年薪5-7w,中山,应届,会计/会计师,3人,昨天发布,广东巴德士化工有限公司,私营·民营企业,1000-2000人,石油/石化/化工
财务实习生,150元/日,上海,实习3天/周,财务助理,1人,昨天发布,上海狂热网络科技有限公司,私营·民营企业,100-499人,游戏产业
营销经理/副总监/总监,年薪18-24w,深圳,应届,销售经理/主管,不限,昨天发布,深圳市乐土生命科技投资有限公司,私营·民营企业,100-499人,制药/生物工程
智慧节能-自动化工程师（项目实施、深化设计）,年薪6-12w,北京,应届,自动化工程师,5人,昨天发布,同方股份,国内上市公司,10000人以上,IT服务/系统集成
投资发展岗（实习生）（佛山）,150元/日,佛山,实习3天/周,房地产投资分析,不限,昨天发布,招商局蛇口工业区控股股份有限公司,国有企业,10000人以上,房地产开发/建筑/建材/工程
机械研发工程师,年薪10-14w,北京,应届,机械工程师,1人,昨天发布,博源恒芯,私营·民营企业,100-499人,计算机软件
可靠性工程师,年薪16-23w,南京,应届,可靠度工程师,1人,昨天发布,南京国兆光电科技有限公司,国有企业,100-499人,电子技术/半导体/集成电路
销售储备干部（应届毕业生）,年薪5-7w,长沙,应届,销售代表,30人,昨天发布,长沙奥托自动化技术有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
Deep Learning Engineer （深度学习工程师）,年薪24-30w,上海,应届,深度学习,不限,昨天发布,思凯迈人工智能科技有限责任公司,中外合营(合资·合作),1-49人,人工智能
应届毕业生/管培生,年薪10-11w,深圳-福田区,应届,管理培训生,2人,昨天发布,中联航运有限公司,中外合营(合资·合作),100-499人,交通/物流/运输
周大生2021届秋招综合类管培生,年薪5-7w,昆明,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
facebook运营助理/英语/应届生,年薪5-7w,深圳-宝安区,应届,电商运营,4人,昨天发布,零忧科技(深圳)有限公司,私营·民营企业,50-99人,电子技术/半导体/集成电路
【校招】管培生-销售方向,年薪6-12w,北京-昌平区,应届,管理培训生,5人,昨天发布,北京小鸟科技股份有限公司,其他,100-499人,通信(设备/运营/增值)
财务管培生,年薪6-12w,深圳-福田区,应届,财务助理,2人,昨天发布,中农网,中外合营(合资·合作),500-999人,电子商务
GPS销售代表,年薪4-6w,深圳-龙华区,应届,销售代表,2人,昨天发布,深圳市天工测控技术有限公司,私营·民营企业,50-99人,电子技术/半导体/集成电路
系统集成工程师(2021届校园招聘）-福州,年薪7-12w,福州-晋安区,应届,系统集成工程师,10人,昨天发布,福富软件公司,中外合营(合资·合作),2000-5000人,计算机软件
2021届应届生（大专方向）,年薪5-8w,嘉兴,应届,其他培训生/储备干部,40人,昨天发布,亚特电器,私营·民营企业,2000-5000人,机械制造/机电/重工
技术支持核价工程师,年薪7-10w,北京-海淀区,应届,售前支持工程师,1人,昨天发布,北京合纵科技股份有限公司,国内上市公司,1000-2000人,仪器/仪表/工业自动化/电气
培训生,年薪6-8w,苏州,应届,管理培训生,2人,昨天发布,宇泽(江西)半导体有限公司,私营·民营企业,100-499人,新能源
人力资源实习生,100元/日,杭州-西湖区,实习5天/周,人力资源专员/助理,1人,昨天发布,宝城期货有限责任公司,国有企业,100-499人,证券
光学助理工程师,年薪10-18w,北京-海淀区,应届,激光/光电子技术,1人,昨天发布,北京石头世纪科技股份有限公司,国内上市公司,500-999人,计算机硬件/网络设备
周大生2021届秋招综合类管培生,年薪5-7w,深圳,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
周大生2021届秋招综合类管培生,年薪5-7w,重庆,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
销售专员,面议,上海-静安区,应届,客户代表,2人,昨天发布,金叶天成,中外合营(合资·合作),100-499人,互联网/移动互联网/电子商务
区域销售专员/助理,年薪7-12w,太原,应届,区域销售专员/助理,2人,昨天发布,台佳空调系统(江苏)有限公司,私营·民营企业,500-999人,机械制造/机电/重工
国际业务管培生（西班牙语）,年薪8-12w,南京-鼓楼区,应届,外贸专员/助理,5人,昨天发布,江苏共创人造草坪股份有限公司,国内上市公司,2000-5000人,贸易/进出口
智能研发-Android工程师（2021应届生）,年薪6-10w,厦门,应届,Android,5人,昨天发布,厦门狄耐克智能科技股份有限公司,私营·民营企业,1000-2000人,电子技术/半导体/集成电路
活动运营,120元/日,上海,实习4天/周,活动运营,1人,昨天发布,创智空间,中外合营(合资·合作),50-99人,房地产开发/建筑/建材/工程
机器视觉算法工程师,年薪12-36w,北京-海淀区,应届,算法工程师,20人,昨天发布,元橡科技,私营·民营企业,50-99人,计算机硬件/网络设备
财务实习生,139元/月,上海,实习3天/周,实习生,1人,昨天发布,微创医疗器械,私营·民营企业,5000-10000人,医疗设备/器械
机器人导航算法工程师,年薪13-26w,广州-越秀区,应届,算法工程师,3人,昨天发布,申迪,私营·民营企业,100-499人,计算机软件
周大生2021届校招营运类管培生,年薪5-7w,桂林,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
财务专员（校招）,年薪7-11w,东莞,应届,会计/会计师,不限,昨天发布,生益电子,私营·民营企业,2000-5000人,电子技术/半导体/集成电路
海空运客服实习生,150元/日,上海-浦东新区,实习4天/周,物流专员/助理,不限,昨天发布,上海弼博信息技术有限公司,私营·民营企业,100-499人,互联网/移动互联网/电子商务
短视频编剧实习生,180元/日,上海-杨浦区,实习3天/周,作家/撰稿人,不限,昨天发布,千寻位置,其他,500-999人,互联网/移动互联网/电子商务
【校招】游戏测试工程师,年薪9-16w,北京,应届,游戏测试,不限,昨天发布,创智优品,私营·民营企业,100-499人,互联网/移动互联网/电子商务
无人机编队秀多媒体设计实习生,100元/月,杭州,实习3天/周,媒体广告设计,3人,昨天发布,RobSense,私营·民营企业,1-49人,电子技术/半导体/集成电路
党务实习生,100元/日,广州-天河区,实习3天/周,实习生,1人,昨天发布,名特网络,国有企业,100-499人,房地产开发/建筑/建材/工程
技术管理实习生,2000元/月,宁波-鄞州区,实习5天/周,其他房地产/建筑/物业职位,2人,昨天发布,宁波市产城生态建设集团有限公司,私营·民营企业,100-499人,建筑
区域销售专员/助理,面议,广州,应届,区域销售专员/助理,1人,昨天发布,长视科技股份有限公司,私营·民营企业,1000-2000人,电子技术/半导体/集成电路
应届生（电气工程师）,年薪7-10w,广州-黄埔区,应届,电气工程师,2人,昨天发布,欧菲光集团股份有限公司,国内上市公司,10000人以上,机械制造/机电/重工
android应用开发工程师,年薪11-17w,南京,应届,Android,不限,昨天发布,hansong,外商独资·外企办事处,500-999人,电子技术/半导体/集成电路
财务管理岗（实习生）（广州）,150元/日,广州-天河区,实习3天/周,财务助理,不限,昨天发布,招商局蛇口工业区控股股份有限公司,国有企业,10000人以上,房地产开发/建筑/建材/工程
电商运营,年薪6-7w,中山,应届,电商运营,5人,昨天发布,华帝股份有限公司,国内上市公司,2000-5000人,家具/家电
校招-北京-CRA,年薪5-10w,北京-大兴区,应届,药品研发,5人,昨天发布,北京赛赋医药研究院有限公司,私营·民营企业,100-499人,药物研发
短视频内容策划实习生,180元/日,北京,实习3天/周,视频编辑,2人,昨天发布,九号公司,国内上市公司,2000-5000人,计算机硬件/网络设备
董事长秘书,年薪10-18w,北京-海淀区,应届,助理总经理/总经理助理（高管级）,1人,昨天发布,本本教育,私营·民营企业,1-49人,教育/培训/学术/科研/院校
五险一金英语老师,年薪7-10w,保定,应届,外语教师,20人,昨天发布,励步教育,国内上市公司,100-499人,素质教育
物流管培生（2021届校招）,年薪7-10w,杭州-萧山区,应届,储备干部,3人,昨天发布,宏胜集团,私营·民营企业,5000-10000人,食品/饮料/烟酒/日化
【校招】游戏数值策划,年薪12-18w,北京,应届,游戏策划师,不限,昨天发布,创智优品,私营·民营企业,100-499人,互联网/移动互联网/电子商务
土建工程岗,年薪10-12w,深圳,应届,土木/土建工程师,不限,昨天发布,深福保,国有企业,1000-2000人,房产开发
项目主管（偏学校渠道）,年薪10-12w,上海,应届,销售经理/主管,3人,昨天发布,立洋教育,私营·民营企业,100-499人,教育/培训/学术/科研/院校
环保工程师,年薪4-6w,眉山,应届,环保工程师,5人,昨天发布,四川省中明环境治理有限公司,私营·民营企业,500-999人,环保
技术支持工程师（应届生）,年薪6-8w,南京,应届,售前支持工程师,10人,昨天发布,南京佳力图机房环境技术股份有限公司,国内上市公司,500-999人,通信(设备/运营/增值)
销售管培生,年薪6-8w,安阳,应届,销售代表,1人,昨天发布,欣和,外商独资·外企办事处,5000-10000人,食品/饮料/烟酒/日化
区域销售专员,年薪5-10w,兰州,应届,区域销售专员/助理,3人,昨天发布,中山市爱美泰电器有限公司,外商独资·外企办事处,100-499人,机械制造/机电/重工
物流/仓储项目管理,100元/日,成都-武侯区,实习5天/周,物流/仓储项目管理,1人,昨天发布,NIO蔚来,国内上市公司,5000-10000人,汽车/摩托车
实习生（美工/设计）,2500元/月,上海-静安区,实习5天/周,美术编辑,1人,昨天发布,华测检测,国内上市公司,10000人以上,检测/认证
Java,年薪8-14w,北京-海淀区,应届,Java,1人,昨天发布,本本教育,私营·民营企业,1-49人,教育/培训/学术/科研/院校
算法工程师,150元/日,南京-建邺区,实习3天/周,算法工程师,6人,昨天发布,江苏省联合征信有限公司,国有企业,50-99人,金融科技
智慧节能-暖通节能技术工程师（售前支持、节能运营）,年薪6-12w,北京,应届,热能工程师,5人,昨天发布,同方股份,国内上市公司,10000人以上,IT服务/系统集成
人力资源实习生,150元/日,上海-杨浦区,实习3天/周,人力资源专员/助理,3人,昨天发布,微谱化工,私营·民营企业,1000-2000人,石油/石化/化工
小学语文、数学、英语三科教师,年薪12-18w,北京-海淀区,应届,小学教师,不限,昨天发布,新东方教育科技集团有限公司,国内上市公司,10000人以上,教育/培训/学术/科研/院校
外贸业务员,年薪5-8w,宁波,应届,外贸专员/助理,2人,昨天发布,宁波思明汽车科技股份有限公司,国内上市公司,500-999人,汽车/摩托车
3d角色模型,年薪11-18w,杭州,应届,游戏角色设计,不限,昨天发布,浙江无端科技股份有限公司,私营·民营企业,100-499人,游戏开发
周大生2021届秋招综合类管培生,年薪5-7w,大连,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
生产管理储备干部,年薪7-10w,镇江,应届,储备干部,不限,昨天发布,英科医疗,国内上市公司,500-999人,医疗设备/器械
实习教师,500元/月,上海-闵行区,实习1天/周,教师,10人,昨天发布,上海墨帝教育科技服务有限公司,私营·民营企业,50-99人,教育/培训/学术/科研/院校
周大生2021届校招营运类管培生,年薪5-7w,天津,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
规划设计,年薪9-15w,佛山-顺德区,应届,规划设计师,不限,昨天发布,广东博意建筑设计院有限公司,私营·民营企业,10000人以上,建筑设计
人事专员,年薪8-10w,上海,应届,人力资源专员/助理,1人,昨天发布,赫比国际,外商独资·外企办事处,10000人以上,电子技术/半导体/集成电路
销售代表,年薪4-5w,苏州,应届,销售代表,20人,昨天发布,江苏力鼎环保装备有限公司,,1-49人,
2021届-生物分析研究员,年薪6-11w,上海-浦东新区,应届,生物工程/生物制药,15人,昨天发布,美迪西,中外合营(合资·合作),1000-2000人,制药/生物工程
成本管培生,年薪7-10w,广州-番禺区,应届,管理培训生,2人,昨天发布,广东信业地产集团有限公司,私营·民营企业,500-999人,房地产开发/建筑/建材/工程
财务助理,年薪6-10w,南京,应届,财务助理,不限,昨天发布,泛成生物,私营·民营企业,100-499人,贸易/进出口
营销专员（南京）,年薪5-6w,南京,应届,区域销售专员/助理,不限,昨天发布,上海东锦食品集团有限公司,私营·民营企业,1000-2000人,食品/饮料/烟酒/日化
销售代表,年薪7-10w,烟台,应届,销售代表,1人,昨天发布,贝瑞和康,国内上市公司,1000-2000人,医疗/保健/美容/卫生服务
营销企划岗,年薪10-14w,上海,应届,保险内勤,2人,昨天发布,新华保险上海,国内上市公司,5000-10000人,保险
证券人力资源部-实习生,120元/日,上海-徐汇区,实习3天/周,实习生,不限,昨天发布,东方财富证券,私营·民营企业,1000-2000人,基金/证券/期货/投资
供应商质量审核专员,年薪5-7w,烟台,应届,供应商质量管理/采购质量管理,1人,昨天发布,欣和,外商独资·外企办事处,5000-10000人,食品/饮料/烟酒/日化
人力资源专员/助理,年薪4-6w,上海-嘉定区,应届,人力资源专员/助理,1人,昨天发布,上海东锦食品集团有限公司,私营·民营企业,1000-2000人,食品/饮料/烟酒/日化
行政助理,年薪6-10w,杭州-萧山区,应届,行政专员/助理,1人,昨天发布,宏胜集团,私营·民营企业,5000-10000人,食品/饮料/烟酒/日化
市场运营及策划实习生,120元/日,深圳-福田区,实习5天/周,新媒体运营,1人,昨天发布,奥弗(深圳)科技有限公司,私营·民营企业,1-49人,O2O服务
机器人算法工程师,年薪9-17w,重庆-沙坪坝区,应届,算法工程师,1人,昨天发布,北京御芯微科技有限公司,私营·民营企业,50-99人,电子技术/半导体/集成电路
运营管理专员,年薪5-7w,烟台,应届,运营专员,1人,昨天发布,欣和,外商独资·外企办事处,5000-10000人,食品/饮料/烟酒/日化
声学工程师,年薪11-14w,南京,应届,电声/音响工程师/技术员,不限,昨天发布,hansong,外商独资·外企办事处,500-999人,电子技术/半导体/集成电路
研发工程师,年薪9-12w,宣城-郎溪县,应届,化工实验室研究员/技术员,3人,昨天发布,深圳市新涛亚克力有限公司,私营·民营企业,1000-2000人,橡塑制品
原料采购业务员,年薪5-7w,岳阳,应届,销售代表,3人,昨天发布,益海嘉里(湖南)粮油食品有限公司,外商独资·外企办事处,100-499人,百货/批发/零售
电商客服实习生,120元/日,广州-越秀区,实习4天/周,网络/在线客服,不限,昨天发布,辉柏嘉(中国),外商独资·外企办事处,500-999人,办公用品及设备
售前工程师,年薪5-7w,成都-金牛区,应届,售前支持工程师,1人,昨天发布,杭州品茗安控信息技术股份有限公司,私营·民营企业,500-999人,计算机软件
销售代表,年薪5-10w,温州,应届,销售代表,4人,昨天发布,巴德富实业,私营·民营企业,2000-5000人,石油/石化/化工
C/C++开发工程师,年薪8-16w,重庆-沙坪坝区,应届,C++,2人,昨天发布,北京御芯微科技有限公司,私营·民营企业,50-99人,电子技术/半导体/集成电路
研发工程师,年薪6-10w,安庆-大观区,应届,化工技术应用/化工工程师,10人,昨天发布,上海飞凯光电材料股份有限公司,国内上市公司,1000-2000人,化学化工
版权实习生,115元/日,北京-朝阳区,实习4天/周,法务专员/助理,1人,昨天发布,蜻蜓FM,中外合营(合资·合作),500-999人,社交网络
薪资福利专员/助理,120元/日,北京,实习3天/周,薪资福利专员/助理,2人,昨天发布,凯誉管理咨询,外商独资·外企办事处,100-499人,专业服务(咨询/财会/法律/翻译等)
英语老师,年薪10-14w,广州-越秀区,应届,外语教师,不限,昨天发布,新东方教育科技集团有限公司,国内上市公司,10000人以上,教育/培训/学术/科研/院校
秘书/文员,年薪10-14w,惠州,应届,秘书/文员,5人,昨天发布,江苏太平洋建设有限公司,私营·民营企业,10000人以上,建筑
工艺工程师（银川永宁校招）,年薪8-12w,银川-永宁县,应届,工艺/制程工程师(PE),4人,昨天发布,中钢新型,中外合营(合资·合作),100-499人,机械制造/机电/重工
软件工程师,年薪7-12w,深圳-龙岗区,应届,C++,2人,昨天发布,深圳市华科创智技术有限公司,私营·民营企业,100-499人,石油/石化/化工
生物大分子创新药物研发（抗体等）,面议,上海-浦东新区,应届,生物工程/生物制药,不限,昨天发布,上海仁会生物制药股份有限公司,私营·民营企业,500-999人,制药/生物工程
大数据HADOOP开发工程师(应届生)(SH),年薪15-23w,上海-浦东新区,应届,Hadoop/Hive/Spark,1人,昨天发布,UAES,中外合营(合资·合作),5000-10000人,汽车/摩托车
财务实习生,130元/日,杭州-江干区,实习3天/周,财务助理,2人,昨天发布,杭实国贸投资(杭州)有限公司,国有企业,100-499人,贸易/进出口
行政专员,年薪5-7w,安康,应届,行政专员/助理,2人,昨天发布,南京通孚玩具有限责任公司,中外合营(合资·合作),1000-2000人,工艺品/珠宝/玩具
市场部实习生,120元/日,上海-浦东新区,实习3天/周,活动执行,1人,昨天发布,利博盛 Laborsing,私营·民营企业,1000-2000人,跨境电商
平面设计助理,年薪5-7w,温州-乐清,应届,平面设计师,1人,昨天发布,科都电气,私营·民营企业,1000-2000人,仪器/仪表/工业自动化/电气
测试工程师（上海、北京、深圳、厦门）,年薪15-24w,厦门,应届,测试工程师,5人,昨天发布,Kyligence,私营·民营企业,100-499人,计算机软件
养老展实习生,120元/日,上海-长宁区,实习4天/周,会务/会展专员/助理,3人,昨天发布,上海国展展览中心有限公司,中外合营(合资·合作),50-99人,专业服务(咨询/财会/法律/翻译等)
"Trainee, Global Entity Management",年薪8-9w,上海-静安区,应届,合规专员/助理,6人,昨天发布,凯誉管理咨询,外商独资·外企办事处,100-499人,专业服务(咨询/财会/法律/翻译等)
校园招聘-业务经理岗,年薪10-12w,上海,应届,项目经理/主管,不限,昨天发布,弘创融资租赁有限公司,国有企业,50-99人,基金/证券/期货/投资
呼叫中心客服,年薪4-7w,青岛,应届,电话客服,20人,昨天发布,金诺国际,私营·民营企业,100-499人,广告/公关/市场推广/会展
汽车销售顾问实习生（工作地点可选江浙沪皖）,150元/日,苏州-吴中区,实习5天/周,汽车销售,不限,昨天发布,宝能汽车销售有限公司,私营·民营企业,10000人以上,汽车交易
食品博士后-食品用功能性成分的提取和应用研究（2021届校招）,年薪20-33w,杭州-萧山区,应届,科研人员,3人,昨天发布,宏胜集团,私营·民营企业,5000-10000人,食品/饮料/烟酒/日化
售前工程师,年薪5-7w,杭州,应届,售前支持工程师,1人,昨天发布,杭州品茗安控信息技术股份有限公司,私营·民营企业,500-999人,计算机软件
储备干部管培生,年薪5-14w,上海,应届,储备干部,10人,昨天发布,斯凯力流体工程技术(上海)有限公司,私营·民营企业,50-99人,机械制造/机电/重工
管理培训生（市场营销/运营策划/人力资源/财务）,年薪5-9w,郑州,应届,管理培训生,10人,昨天发布,河南八六三软件股份有限公司,国有企业,500-999人,互联网/移动互联网/电子商务
2021届生产管理培训生,年薪5-6w,广东,应届,生产设备管理,18人,昨天发布,广东皮阿诺科学艺术家居股份有限公司,国内上市公司,1000-2000人,家具/家电
销售工程师（应届生）,年薪6-10w,东莞-清溪镇,应届,销售代表,25人,昨天发布,普赛达集团,私营·民营企业,100-499人,石油/石化/化工
嵌入式软件开发工程师,年薪11-28w,珠海,应届,嵌入式软件开发,5人,昨天发布,珠海智融科技有限公司,私营·民营企业,50-99人,互联网/移动互联网/电子商务
生产 工程师,年薪12-17w,绍兴,应届,生产项目经理/主管,不限,昨天发布,浙江晖石药业有限公司,其他,100-499人,制药/生物工程
图像算法实习生,300元/日,北京-海淀区,实习3天/周,图像算法,20人,昨天发布,元橡科技,私营·民营企业,50-99人,计算机硬件/网络设备
后端开发工程师,年薪12-24w,北京-朝阳区,应届,Java,2人,昨天发布,蜻蜓FM,中外合营(合资·合作),500-999人,社交网络
产品实习生,100元/日,深圳,实习3天/周,固定收益业务,1人,昨天发布,第一创业,国内上市公司,2000-5000人,基金/证券/期货/投资
销售代表,年薪7-10w,温州,应届,销售代表,1人,昨天发布,贝瑞和康,国内上市公司,1000-2000人,医疗/保健/美容/卫生服务
销售代表,年薪7-10w,青岛,应届,销售代表,1人,昨天发布,贝瑞和康,国内上市公司,1000-2000人,医疗/保健/美容/卫生服务
硬件工程师（应届毕业生）,年薪10-13w,深圳-南山区,应届,硬件工程师,3人,昨天发布,深圳市维度科技有限公司,私营·民营企业,50-99人,仪器/仪表/工业自动化/电气
“家好生”-工程管理方向,年薪5.5-7.5w,杭州,应届,物业机电工程师,不限,昨天发布,浙江大家物业服务集团有限公司,国有企业,2000-5000人,房地产服务(物业管理/地产经纪)
创意文案岗,年薪10-14w,上海,应届,保险内勤,2人,昨天发布,新华保险上海,国内上市公司,5000-10000人,保险
区域销售专员/助理,年薪7-12w,北京,应届,区域销售专员/助理,2人,昨天发布,台佳空调系统(江苏)有限公司,私营·民营企业,500-999人,机械制造/机电/重工
美工,年薪4-7w,杭州,应届,其他印刷/包装职位,5人,昨天发布,杭州真彩图文制作有限公司,私营·民营企业,100-499人,专业服务(咨询/财会/法律/翻译等)
销售实习生,2500元/月,广州-番禺区,实习5天/周,销售代表,10人,昨天发布,广东信业地产集团有限公司,私营·民营企业,500-999人,房地产开发/建筑/建材/工程
机械设计师,年薪8-10w,上海-松江区,应届,机械设计师,10人,昨天发布,宁波申菱电梯部件集团,私营·民营企业,1000-2000人,机械制造/机电/重工
助理电子工程师,年薪8-12w,广州,应届,电子/电器工程师,4人,昨天发布,辉碧电子(东莞)有限公司广州分公司,外商独资·外企办事处,100-499人,电子技术/半导体/集成电路
销售管培生,年薪6-8w,无锡,应届,销售代表,2人,昨天发布,欣和,外商独资·外企办事处,5000-10000人,食品/饮料/烟酒/日化
人力资源实习生,100元/日,广东,实习4天/周,招聘专员/助理,1人,昨天发布,延长壳牌石油,中外合营(合资·合作),1000-2000人,石油/石化/化工
销售代表,年薪8-13w,广州,应届,销售代表,2人,昨天发布,苏州科先包装机械有限公司,私营·民营企业,50-99人,仪器/仪表/工业自动化/电气
